Time (sec), Latitude (deg), Longitude (deg), Vehicle speed (MPH), Instant fuel economy (MPG), Fuel rate (gal/hr), Input voltage read by the scan tool (V), Engine Power (hp), Trip Distance (miles), Trip Fuel (gal), Trip Duration (min), Hard Brake Count, Hard Accel Count, Idling Count, Seconds Idling (sec), Accel X (ft/s²), Accel Y (ft/s²), Accel Z (ft/s²), Accel (Grav) X (ft/s²), Accel (Grav) Y (ft/s²), Accel (Grav) Z (ft/s²), Rotation Rate X (deg/s), Rotation Rate Y (deg/s), Rotation Rate Z (deg/s), Roll (deg), Pitch (deg), Magnetometer X (µT), Magnetometer Y (µT), Magnetometer Z (µT), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Intake air temperature (°F), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), O2 voltage (Bank 1  Sensor 2) (V), Distance traveled while MIL is activated (miles), Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Torque (lb•ft), Altitude (ft), Bearing (deg), GPS Speed (MPH), Horz Accuracy (ft)
2213.671,41.60108,-93.32254,68.97221,32.24166,2.139226,14.2,29.33117,31.01489,0.7808421,37.37905,0,0,3,71.27717,0.2739802,-0.05164943,0.5361119,-24.45653,3.987279,20.19324,-1.779114,-0.3925781,1.325989,7.335487,40.68009,-11.49956,2.064693,46.73978,50.58823,192.2,27.46299,1906,39.2,23.52941,0.29,0.745,0,3.219259,-0.7251887,-0.4398143,80.82404,908.7932,88.70826,69.66051,15.29079
2214.669,41.60109,-93.32217,68.97221,33.20958,2.076877,14.2,28.47629,31.02918,0.7813013,37.39095,0,0,3,71.27717,1.109243,0.2467171,-0.7904388,-25.32873,3.119988,21.50499,1.270218,0.862915,0.1119995,7.037185,40.60823,-10.78618,1.224998,46.94162,48.62745,192.2,26.87239,1875,39.2,23.13725,0.055,0.745,0,3.12543,-1.015264,-0.4398143,79.7657,908.8779,88.64405,69.49925,15.30408
2215.669,41.6011,-93.3218,68.97221,33.03265,2.088001,14.2,28.62881,31.04345,0.7817245,37.40428,0,0,3,71.27717,-0.3503229,1.13433,0.6104588,-23.65848,2.315559,20.29048,-1.814316,-0.6502533,1.133118,7.006988,40.68684,-9.600357,0.7911682,47.10095,56.47059,192.2,27.46299,1872,39.2,19.60784,0.095,0.745,0,3.142171,-0.7251887,-1.46E-15,80.32145,910.097,88.64405,69.55301,15.27195
2216.671,41.60111,-93.32143,68.97221,34.96545,1.972582,14.1,27.04628,31.05799,0.7821766,37.41903,0,0,3,71.27717,-1.153867,0.3876575,0.381322,-22.96995,2.923547,20.63573,2.758331,-1.437973,-1.43045,6.565187,40.55366,-10.41516,0.005577087,46.38965,58.82353,192.2,25.98649,1882,39.2,25.88235,0.725,0.725,0,2.96848,-1.450377,-1.46E-15,75.47829,911.1656,88.73387,69.54945,15.25716
2217.665,41.60111,-93.32106,69.59357,34.27672,2.030345,14.2,27.83829,31.09169,0.7831072,37.44543,0,0,3,71.27717,-1.882767,-1.387021,0.7690042,-22.44594,4.473473,20.09601,2.237915,-2.076492,-1.465057,6.33983,40.43217,-8.386734,-0.1388359,44.1911,72.15686,192.2,26.57709,1902,39.2,23.92157,0.095,0.705,0,3.055406,-1.160302,0.6817477,76.87163,911.2348,88.73387,69.80162,15.25867
2218.668,41.60112,-93.32069,69.59357,35.53152,1.958644,14.2,26.85518,31.10609,0.7835141,37.45982,0,0,3,71.27717,-0.4818134,-0.2042788,0.4249557,-23.92024,3.509434,20.3116,-4.465866,3.92337,2.677948,6.385722,40.79284,-8.012451,2.313652,43.06128,70.98039,192.2,25.39589,1902,39.2,22.35294,0.075,0.705,0,2.947505,-1.740453,0.6817477,74.15691,912.0662,88.58887,70.04681,15.24745
2219.669,41.60112,-93.3203,70.21494,38.06165,1.844769,14.2,25.29383,31.12345,0.783969,37.47941,0,0,3,71.27717,1.131472,1.331937,0.004986883,-25.65777,2.081793,20.67944,-1.274612,2.775482,2.300705,6.23238,40.39202,-9.558105,2.951515,44.98819,54.11765,192.2,23.91938,1892,39.2,23.13725,0.685,0.705,0,2.776138,-2.465641,0.5121391,70.21462,912.4338,88.58887,70.03353,15.24663
2220.67,41.60113,-93.31993,70.21494,34.82346,2.016311,14.2,27.64587,31.14825,0.7847006,37.49414,0,0,3,71.27717,-0.3021306,0.692616,0.2213721,-24.08869,2.774251,20.45402,-1.132339,1.238373,3.188904,6.323657,40.31173,-11.84335,1.785683,46.05487,55.68628,192.2,26.28179,1899,39.2,20,0.195,0.705,0,3.034287,-1.30534,0.5121391,76.46089,912.1309,88.56039,70.11678,15.24305
2221.67,41.60114,-93.31956,70.21494,34.6951,2.023771,14.1,27.74815,31.16449,0.7851496,37.50782,0,0,3,71.27717,0.4216127,-0.8210968,-0.02771533,-24.9329,4.506377,20.64752,-0.9037781,0.7155151,2.084656,6.342237,40.6019,-11.06477,1.464584,46.04117,61.17647,192.2,26.28179,1909,39.2,22.7451,0.76,0.705,0,3.045513,-1.30534,-1.46E-15,76.34177,913.5602,88.56039,70.05524,15.2407
2222.669,41.60114,-93.31918,70.21494,35.30677,1.988711,14.1,27.26744,31.17871,0.785583,37.52146,0,0,3,71.27717,0.4488047,0.1842176,0.1168381,-24.90294,3.533499,20.56796,2.097946,-1.082718,-0.8530273,6.433766,40.31628,-10.69012,0.8807182,46.13757,49.01961,192.2,25.69119,1943,39.2,20.39216,0.8,0.705,0,2.992752,-1.595415,-1.46E-15,73.70646,913.8836,88.39779,69.87122,15.24397
2223.669,41.60115,-93.31881,70.21494,40.78295,1.721674,14.1,23.60607,31.1953,0.7859798,37.53687,0,0,3,71.27717,0.5709311,0.5996893,-0.2698158,-25.1038,2.959888,20.87441,0.3908081,-0.3508301,0.2120056,6.282239,40.58547,-9.992935,-0.03355408,44.28458,48.62745,192.2,21.85227,1987,39.2,20.78431,0.135,0.685,0,2.590897,-3.480906,-1.46E-15,62.39644,913.2832,88.39779,69.85677,15.23698
2224.672,41.60116,-93.31844,70.21494,34.9407,2.009546,14.2,27.55311,31.23032,0.7870451,37.56452,0,0,3,71.27717,-0.7542409,1.338867,0.9510356,-23.58629,1.866198,19.85586,3.47168,-0.460144,-0.9721832,6.069852,40.38322,-8.019577,2.162315,42.56113,74.90196,192.2,25.69119,1972,39.2,24.31373,0.8,0.685,0,3.024106,-1.595415,0.1372469,73.38338,912.9913,88.39779,69.99502,15.24478
2225.672,41.60117,-93.31806,70.21494,33.79042,2.077955,14.2,28.49106,31.24451,0.7874705,37.57682,0,0,3,71.27717,1.416925,0.5699018,-0.997872,-25.89792,2.505125,21.80603,-1.081635,1.997803,1.738754,5.948187,40.1435,-10.02391,2.534824,45.33063,74.11765,192.2,25.98649,1922,39.2,24.70588,0.175,0.685,0,3.127052,-1.450377,0.5828137,77.85551,915.5373,88.39226,70.29866,15.25976
2226.669,41.60118,-93.31768,70.21494,35.06796,2.002254,14.2,27.45312,31.25948,0.7878736,37.59053,0,0,3,71.27717,1.029293,-0.1777098,-1.143632,-25.25997,3.394025,22.00149,-1.805267,2.270874,1.972794,5.974967,40.58926,-11.1485,1.921375,45.78653,72.94118,192.2,25.69119,1924,39.2,23.13725,0.075,0.685,0,3.013132,-1.595415,-1.46E-15,74.94122,914.8552,88.50179,70.51527,15.25281
2227.672,41.60118,-93.3173,70.83632,35.75246,1.981299,14.2,27.16581,31.27774,0.7883829,37.60494,0,0,3,71.27717,-1.1437,-1.251851,-0.6579036,-23.15117,4.686121,21.42837,1.967941,0.1438446,-0.276474,6.185192,40.27576,-11.60934,1.43082,45.78125,54.90196,192.2,25.39589,1918,39.2,21.56863,0.745,0.665,0,2.981598,-1.740453,0.4910556,74.38889,915.7641,88.54597,70.60777,15.26248
2228.673,41.60119,-93.31693,70.83632,53.03984,1.33553,14.2,18.3116,31.30783,0.7890965,37.62843,0,0,3,71.27717,3.512933,1.312265,-1.589812,-27.91636,2.506108,22.40027,-2.31221,2.283173,0.9847565,6.578421,40.47847,-11.19389,1.31477,45.97998,32.94118,192.2,17.12746,1919,39.2,17.2549,0.075,0.665,0,2.0098,-5.801509,-1.46E-15,50.11705,915.9645,88.54597,70.36689,15.26833
2229.67,41.6012,-93.31655,70.21494,48.50289,1.447645,14.1,19.84882,31.32021,0.7893789,37.64394,0,0,3,71.27717,-0.2848933,1.000447,0.7082123,-23.81072,2.903411,19.99631,-0.3464355,1.806518,1.615585,6.72576,40.44353,-10.43517,0.3489456,44.34058,41.17647,192.2,18.60396,2036,39.2,16.86275,0.095,0.665,0,2.178518,-5.076321,-0.7176188,51.20247,915.9148,88.54597,70.08817,15.24761
2230.664,41.60121,-93.31617,70.21494,38.40114,1.82846,14.1,25.07022,31.34031,0.7898699,37.65832,0,0,3,71.27717,-2.047176,0.168264,1.482787,-22.08302,3.912632,19.37654,2.502487,0.458786,-1.972565,6.884597,40.4609,-9.094681,2.466145,42.83432,39.60784,192.2,22.14758,1964,39.2,17.2549,0.565,0.665,0,2.751595,-3.335868,-0.7176188,67.04258,915.7111,88.54597,70.09238,15.25121
2231.669,41.60121,-93.3158,70.21494,38.27781,1.834351,14.2,25.151,31.35504,0.7902646,37.67197,0,0,3,71.27717,1.051787,0.3557322,-0.5529134,-25.11019,3.715698,21.21229,0.8737183,1.81221,-0.5072937,7.153538,40.75635,-9.568283,2.814564,44.27377,36.47059,192.2,23.03348,1931,39.2,16.86275,0.625,0.665,0,2.760461,-2.900755,-1.46E-15,68.40801,916.295,88.69547,69.82509,15.26114
2232.668,41.60122,-93.31542,69.59357,62.55878,1.112451,14.1,15.25294,31.38379,0.790834,37.69787,0,0,3,71.27717,1.009098,1.464985,0.3758855,-25.09496,2.456997,20.33861,0.7898865,1.200714,2.698456,7.213383,40.52491,-10.31801,2.944122,45.19897,37.64706,192.2,14.46975,1889,39.2,20,0.39,0.665,0,1.674094,-7.106849,-0.5571918,42.40876,915.705,88.33381,69.52687,15.26772
2233.665,41.60122,-93.31505,69.59357,33.81033,2.058353,14.1,28.2223,31.4042,0.7914188,37.71397,0,0,3,71.27717,1.115026,-0.4061956,0.1970425,-25.5011,4.285871,20.50068,-2.463058,2.522079,2.807205,7.192692,40.43855,-10.67427,2.479095,45.66034,47.05882,192.2,26.87239,1887,39.2,22.35294,0.115,0.685,0,3.097554,-1.015264,-1.46E-15,78.55152,915.4246,88.15925,69.58704,15.26794
2234.672,41.60123,-93.31467,69.59357,48.8889,1.423505,14.2,19.51783,31.41978,0.7917727,37.72798,0,0,3,71.27717,0.9040298,-0.04954793,-0.5252052,-25.19367,4.262298,21.06545,-0.7358398,0.907608,0.4117737,7.505605,40.73119,-10.7117,2.501339,46.94421,30.19608,192.2,18.60396,1873,39.2,15.29412,0.84,0.685,0,2.14219,-5.076321,-1.46E-15,54.7303,913.6325,88.10936,69.48979,15.27416
2235.671,41.60124,-93.31431,68.97221,51.25528,1.34566,14.2,18.4505,31.43496,0.7920389,37.73852,0,0,3,71.27717,-0.4835374,-0.2909572,0.7931162,-23.87407,4.606563,19.80822,-1.719421,0.1015625,2.367401,7.513173,40.46729,-11.48405,2.480938,46.64737,34.90196,192.2,17.71806,1876,39.2,16.07843,0.055,0.685,0,2.025044,-5.511434,-0.575168,51.65464,914.0054,88.10936,69.28242,15.2846
2236.673,41.60125,-93.31393,68.97221,45.82685,1.505061,14.2,20.63606,31.44779,0.792352,37.75712,0,0,3,71.27717,-2.518156,0.09899689,-0.1339867,-21.43918,4.201401,20.83954,7.632111,-4.347031,-5.356766,7.649318,40.67378,-11.28986,3.356518,46.60776,33.33333,192.2,19.78517,1873,39.2,16.07843,0.095,0.685,0,2.264922,-4.49617,-0.575168,57.86594,912.2866,87.99796,69.17008,15.281
2237.671,41.60125,-93.31357,68.97221,90.45049,0.7625409,14.2,10.45528,31.47151,0.7926033,37.77076,0,0,3,71.27717,-3.872178,-0.4900141,0.9603359,-19.80233,4.796129,20.05721,12.51302,-5.499863,-6.933319,7.568083,40.90466,-10.80867,2.567402,46.81042,23.52941,192.2,10.04023,1869,39.2,14.90196,0.705,0.705,0,1.147525,-9.282415,-1.46E-15,29.38059,911.5598,88.31055,68.86399,15.28189
2238.671,41.60126,-93.3132,68.97221,45.99849,1.499445,14.1,20.55906,31.48678,0.7929339,37.78694,0,0,3,71.27717,3.656825,0.8041301,-3.543476,-27.20426,3.532516,24.679,1.239136,-0.1858826,2.411942,7.46924,40.6883,-10.24725,2.123501,46.49289,37.2549,192.2,19.78517,1893,39.2,14.5098,0.035,0.705,0,2.25647,-4.49617,-1.46E-15,57.04094,911.2087,90,68.78723,15.27434
2239.67,41.60126,-93.31284,68.35083,43.24736,1.580462,14.2,21.6699,31.52076,0.7935992,37.81571,0,0,3,71.27717,0.4067194,-0.6559559,1.202736,-24.64413,4.727865,19.35886,-3.295654,0.6817932,-0.2138519,7.603102,40.37355,-11.91591,1.724823,46.1022,37.2549,192.2,20.96637,1864,39.2,14.90196,0.035,0.725,0,2.378391,-3.916019,-0.5045462,61.05834,909.427,89.17862,68.5497,15.27108
2240.67,41.60127,-93.31246,68.35083,60.04561,1.138315,14.2,15.60757,31.53883,0.7938818,37.82867,0,0,3,71.27717,0.4638341,0.9848854,-1.552492,-24.7173,3.229014,22.3708,-0.1655273,2.220581,-1.091461,7.501607,40.84445,-11.30409,2.096195,46.034,27.05882,192.2,15.06035,1853,39.2,18.82353,0.8,0.725,0,1.713017,-6.816774,-0.5045462,44.23783,909.4156,89.62318,68.35176,15.2641
2241.671,41.60127,-93.3121,68.35083,38.50631,1.775055,14.1,24.33798,31.55045,0.7942019,37.842,0,0,3,71.27717,-0.8094862,2.429087,0.03037619,-23.12219,1.242004,21.0296,4.462982,0.6191711,-0.2220001,7.267318,40.90137,-12.30377,2.494942,46.69855,50.58823,192.2,23.62408,1916,39.2,23.92157,0.195,0.745,0,2.671228,-2.610679,-1.46E-15,66.71494,908.6429,89.62318,68.37874,15.26585
2242.671,41.60128,-93.31173,68.35083,33.10239,2.064831,14.1,28.31112,31.56589,0.7946473,37.85288,0,0,3,71.27717,1.428996,0.2575591,-0.5695162,-25.07925,3.230487,21.45047,-1.973846,-0.2652283,0.4218292,7.094797,40.99139,-11.88835,2.18681,46.4292,47.45098,192.2,26.57709,1847,39.2,21.96078,0.705,0.745,0,3.107303,-1.160302,-1.46E-15,80.50526,907.0588,89.53464,68.62123,15.27192
2243.669,41.60128,-93.31136,68.97221,33.06925,2.08569,14.2,28.59712,31.59702,0.7956043,37.87987,0,0,3,71.27717,0.8715004,1.217213,-1.055332,-24.78164,2.195238,22.14146,-2.458405,2.702026,2.479218,6.896485,41.36257,-11.56139,2.233105,46.77328,57.64706,192.2,27.75829,1874,39.2,24.31373,0.25,0.745,0,3.138693,-0.580151,0.472069,80.14692,906.152,89.36215,68.85972,15.26472
2244.674,41.60129,-93.31099,68.97221,33.40952,2.064448,14.2,28.30587,31.61064,0.795992,37.89217,0,0,3,71.27717,-0.4755304,-0.7714722,-1.586464,-23.3427,4.212697,22.69444,1.660919,-0.8502045,-0.5214539,6.635026,40.97544,-11.25636,1.992523,45.76093,67.45098,192.2,27.16769,1888,39.2,23.52941,0.195,0.725,0,3.106726,-0.8702264,0.472069,78.74239,905.0132,89.36215,69.38629,15.25874
2245.666,41.60129,-93.31061,69.59357,35.38355,1.966834,14.2,26.96748,31.62385,0.7963846,37.90335,0,0,3,71.27717,1.492116,0.4104737,0.7568049,-25.34297,3.031098,20.5213,0.5890045,-3.029007,-0.1051636,6.424199,41.49566,-12.16376,3.096432,47.69714,64.31373,192.2,25.69119,1883,39.2,23.52941,0.685,0.705,0,2.95983,-1.595415,0.6667177,75.2184,903.9425,90.17734,69.86405,15.26301
2246.669,41.60129,-93.31023,70.21494,34.47298,2.036811,14.2,27.92694,31.65477,0.7972419,37.93071,0,0,3,71.27717,0.4220705,-0.8879495,-0.7987828,-24.44327,4.485751,21.66312,-1.276962,0.3703156,2.598846,6.390887,41.28484,-11.31419,1.590252,45.90021,46.66667,192.2,26.57709,1904,39.2,21.17647,0.725,0.705,0,3.065137,-1.160302,0.5008232,77.03543,902.5994,90.17734,70.31564,15.267
2247.668,41.60129,-93.30986,70.21494,34.99722,2.006301,14.1,27.50861,31.66889,0.7976467,37.94365,0,0,3,71.27717,-0.07691751,-0.4058428,0.5933703,-23.78666,4.265244,20.17949,-2.983002,-0.002868652,2.219421,6.711334,41.44553,-12.0914,2.59808,47.40546,46.27451,192.2,25.98649,1912,39.2,22.35294,0.745,0.685,0,3.019223,-1.450377,0.5008232,75.564,902.7039,90.14058,70.48629,15.27846
2248.671,41.60128,-93.30947,70.21494,40.89159,1.7171,14.1,23.54335,31.68419,0.798047,37.95704,0,0,3,71.27717,1.520058,0.7727063,-1.634328,-25.73192,3.314957,23.09813,1.935837,-0.5973053,0.4846497,6.395399,41.74872,-11.46422,2.051598,46.8645,33.72549,192.2,22.14758,1903,39.2,16.47059,0.78,0.685,0,2.584013,-3.335868,-1.46E-15,64.97758,902.5905,90.48782,70.68924,15.27644
2249.67,41.60128,-93.3091,70.21494,49.69957,1.412788,14.2,19.37089,31.69984,0.7983446,37.97276,0,0,3,71.27717,-1.083756,-0.9740587,0.4736327,-23.10157,5.441932,20.62934,2.725174,-2.943604,-1.649445,6.929966,41.88919,-10.8609,2.872433,46.99463,26.27451,192.2,18.30866,1909,39.2,12.94118,0.8,0.685,0,2.126062,-5.221359,-1.46E-15,53.29393,902.3818,90.78192,70.40574,15.29555
2250.671,41.60128,-93.30872,70.21494,102.3896,0.6857623,14.2,9.402563,31.72096,0.7985717,37.99515,0,0,3,71.27717,0.946645,-0.2738276,-1.193668,-24.92258,4.568748,21.88314,1.07225,0.008712769,-1.212402,7.192366,41.43325,-11.42239,1.988876,46.88803,21.17647,192.2,8.85903,1911,39.2,14.5098,0.8,0.665,0,1.031983,-9.862566,-1.46E-15,25.84162,900.1184,90.78192,70.03781,15.29377
2251.672,41.60128,-93.30836,69.59357,41.66191,1.670437,14.2,22.90354,31.74482,0.7990879,38.00714,0,0,3,71.27717,-1.235004,-1.703103,-0.9496466,-22.81231,5.554395,21.89885,2.393906,0.988388,-2.657593,7.13747,41.32784,-11.31474,1.731972,46.4975,41.17647,192.2,21.55697,1918,39.2,19.21569,0.035,0.665,0,2.513791,-3.625943,-0.3691267,62.71741,899.9974,90.79415,69.80335,15.27871
2252.686,41.60127,-93.30798,69.59357,36.9539,1.883254,14.2,25.8215,31.75771,0.79944,38.01801,0,0,3,71.27717,0.7438464,2.021352,0.3418548,-24.8445,2.115188,20.59202,0.7174988,3.656067,-0.412735,7.308421,41.3937,-11.4949,1.352779,45.65405,32.94118,192.2,24.21468,1899,39.2,14.11765,0.685,0.645,0,2.834053,-2.320604,-0.3691267,71.4152,897.8903,90.53225,69.87859,15.24253
2253.774,41.60126,-93.3076,69.59357,75.04243,0.9273897,14.1,12.71554,31.79186,0.7999355,38.0471,0,0,3,71.27717,1.051347,-0.528256,0.6382214,-25.35967,4.757332,20.07292,0.2845459,-1.415741,-0.3396454,7.656864,41.0046,-11.36423,2.124874,46.58865,24.70588,192.2,12.10734,1892,39.2,14.5098,0.745,0.645,0,1.395601,-8.267151,-1.46E-15,35.29782,895.12,90.40729,69.82494,15.27065
2254.666,41.60126,-93.30723,69.59357,83.02327,0.8382418,14.1,11.49323,31.80433,0.8000913,38.05975,0,0,3,71.27717,-0.1574384,-0.7799355,0.3329116,-23.72822,5.206202,20.1736,-3.633652,0.2766418,2.839661,7.852438,40.88748,-10.9097,2.963928,46.28979,15.68627,192.2,10.92614,1881,39.2,12.54902,0.47,0.665,0,1.261445,-8.847302,-1.46E-15,32.09129,893.4098,90.38966,69.63158,15.22805
2255.671,41.60126,-93.30685,69.59357,81.31119,0.8558918,14.1,11.73523,31.82017,0.8002888,38.07347,0,0,3,71.27717,-0.5745276,0.9282678,1.503646,-23.42029,3.102309,19.40797,-1.500702,2.953278,4.578049,7.731088,40.74104,-11.24921,2.42757,46.17459,41.96078,192.2,11.22144,1950,39.2,21.96078,0.035,0.645,0,1.288006,-8.702264,-1.46E-15,31.60756,891.5336,90.46462,69.65164,15.25058
2256.671,41.60126,-93.30648,69.59357,32.39666,2.148171,14.1,29.45381,31.83493,0.8007249,38.08713,0,0,3,71.27717,-1.625236,1.198818,0.6445424,-22.71016,2.608257,20.37103,0.118103,2.754395,2.157059,7.467505,40.76554,-11.26224,2.131893,46.15488,47.45098,192.2,27.16769,1919,39.2,22.35294,0.055,0.645,0,3.232719,-0.8702264,-1.46E-15,80.61217,889.5981,90.66119,69.86846,15.20456
2257.664,41.60125,-93.30611,70.21494,34.73168,2.02164,14.1,27.71893,31.86912,0.8017449,38.11485,0,0,3,71.27717,0.487629,-0.8409472,-0.4152182,-25.20595,4.830015,21.39154,3.104095,0.1969452,-2.601715,7.298634,40.61163,-11.81068,2.170811,46.75693,48.23529,192.2,26.28179,1918,39.2,22.35294,0.78,0.545,0,3.042306,-1.30534,0.5553015,75.90352,887.3528,90.86918,70.13488,15.21224
2258.673,41.60125,-93.30573,70.21494,38.69968,1.814354,14.1,24.87682,31.88394,0.8021129,38.12542,0,0,3,71.27717,-0.1657056,0.6750215,0.09656028,-23.92024,3.31201,20.70203,-2.272552,3.819412,3.832443,7.59622,40.45458,-10.94194,2.181198,46.38657,29.80392,192.2,23.32878,1904,39.2,12.15686,0.115,0.605,0,2.730368,-2.755717,0.5553015,68.62177,886.0107,90.86918,70.45129,15.19692
2259.673,41.60125,-93.30534,70.21494,90.58103,0.7751617,14.2,10.62833,31.8959,0.8022514,38.1377,0,0,3,71.27717,-1.262122,2.889848,2.597484,-22.87222,1.460546,18.12029,1.721298,-2.748657,0.05599975,7.690559,40.61431,-10.88567,2.592407,45.28152,20,192.2,10.04023,1905,39.2,14.11765,0.8,0.645,0,1.166518,-9.282415,-1.46E-15,29.30246,883.5971,90.68942,70.32923,15.20363
2260.672,41.60125,-93.30497,70.21494,80.91869,0.8677223,14.1,11.89744,31.92761,0.8026079,38.16396,0,0,3,71.27717,-2.121805,0.1583348,3.180823,-22.36147,4.108091,17.50985,4.105804,-0.4977875,-0.4358368,7.394277,40.48978,-11.68765,1.842014,46.20569,24.70588,192.2,11.22144,1906,39.2,15.68627,0.155,0.625,0,1.305809,-8.702264,-1.46E-15,32.7842,882.9003,90.63123,70.18784,15.2158
2261.67,41.60124,-93.30459,70.21494,45.24299,1.551952,14.1,21.27898,31.94051,0.8029025,38.17695,0,0,3,71.27717,-2.177998,0.6783363,1.690518,-22.32268,3.897898,18.81471,-0.8543701,-1.501556,-0.545578,7.267513,40.70346,-11.27872,1.649857,46.03629,36.07843,192.2,20.08047,1947,39.2,16.07843,0.035,0.625,0,2.335486,-4.351132,-1.46E-15,57.40094,879.7233,90.63123,70.1964,15.21591
2262.669,41.60124,-93.30421,70.21494,45.63239,1.538708,14.2,21.0974,31.95638,0.8032405,38.192,0,0,3,71.27717,0.9587244,1.359366,-0.007399566,-24.91276,2.859703,20.58515,2.377151,-0.04263306,-0.5503845,7.653487,40.58229,-11.1376,2.000229,46.29547,33.33333,192.2,19.48987,1907,39.2,18.03922,0.525,0.605,0,2.315557,-4.641208,-1.46E-15,58.10485,876.6104,90.61591,70.18667,15.23102
2263.671,41.60124,-93.30384,70.21494,41.55284,1.689775,14.2,23.16869,31.97524,0.8037122,38.20671,0,0,3,71.27717,0.1803004,0.8614937,-0.2421376,-23.91385,3.419562,21.74366,-2.000351,2.855804,3.766067,7.491212,41.16566,-11.23378,1.411545,46.2478,36.47059,192.2,21.85227,1905,39.2,17.2549,0.76,0.605,0,2.542892,-3.480906,-1.46E-15,63.87642,874.1403,90.41824,70.42365,15.25472
2264.671,41.60123,-93.30346,70.21494,114.065,0.6155696,14.2,8.440143,32.00521,0.8041729,38.23095,0,0,3,71.27717,-2.415853,-0.8465251,0.03283339,-21.42641,5.442423,20.85427,5.136658,1.1828,-2.911804,7.67963,41.37197,-10.22232,2.50531,46.43039,15.29412,192.2,7.973127,1900,39.2,12.94118,0.78,0.645,0,0.9263524,-10.29768,-1.46E-15,23.33084,871.252,90.75612,70.35985,15.22976
2265.672,41.60123,-93.30309,70.21494,134.1843,0.5232725,14.2,7.174647,32.02021,0.8042775,38.24533,0,0,3,71.27717,3.236146,-0.1427242,-0.5126699,-27.39088,4.680719,21.26778,-3.378632,4.592285,1.070206,7.733835,41.11621,-11.36938,1.913734,46.14063,17.64706,192.2,6.791923,1903,39.2,13.33333,0.075,0.645,0,0.7874572,-10.87783,-1.46E-15,19.8014,868.285,90,70.05925,15.15974
2266.669,41.60123,-93.30271,69.59357,109.0752,0.6380332,14.2,8.748144,32.03801,0.8044408,38.25902,0,0,3,71.27717,2.12892,0.7522174,-1.209731,-26.58743,3.608638,22.16012,-3.024551,1.581314,1.603119,7.675384,40.92188,-11.78813,2.464573,46.09216,25.09804,192.2,8.268428,1911,39.2,16.07843,0.745,0.625,0,0.9601572,-10.15264,-0.4948004,24.04304,864.8098,90.76726,69.85284,15.1276
2267.669,41.60123,-93.30234,69.59357,53.35648,1.304314,14.2,17.88359,32.0517,0.8047151,38.27274,0,0,3,71.27717,-0.9612876,0.9564431,0.9954942,-23.3702,2.920109,19.57445,-3.654114,4.220459,3.941406,7.551076,40.87489,-11.12164,2.025166,46.88657,42.35294,192.2,16.83216,1946,39.2,22.35294,0.035,0.605,0,1.962823,-5.946547,-0.4948004,48.26651,863.8476,90.69421,70.05817,15.14359
2268.669,41.60122,-93.30196,70.21494,33.11303,2.120463,14.2,29.0739,32.067,0.8051542,38.28496,0,0,3,71.27717,1.577195,-1.128404,-1.582785,-26.09043,5.047083,21.86202,0.02204895,-1.3974,0.2522583,7.478599,40.70208,-12.40785,2.904335,46.77838,44.31372,192.2,26.87239,1909,39.2,19.21569,0.095,0.605,0,3.191022,-1.015264,0.5810638,79.98922,861.1111,90.69421,70.28223,15.15837
2269.67,41.60122,-93.30158,70.21494,37.0083,1.897276,14.2,26.01376,32.08278,0.8055739,38.30288,0,0,3,71.27717,-0.4450371,-0.6455703,0.00050392,-24.10195,4.542228,20.58957,1.990326,-1.634521,-0.5348663,7.504257,40.77022,-11.22475,2.46067,46.17368,38.03922,190.4,24.50998,1908,39.2,19.21569,0.725,0.605,0,2.855154,-2.175566,0.5810638,71.60755,856.9844,90.69421,70.53944,15.16814
2270.671,41.60122,-93.3012,70.83632,70.4289,1.005785,14.2,13.79043,32.12122,0.8063363,38.33058,0,0,3,71.27717,0.7016366,0.5762913,0.2078224,-25.20939,3.534972,20.79239,-1.464508,2.340317,0.6879425,7.361043,40.81311,-11.92171,2.577477,46.80725,30.19608,190.4,12.99324,1927,39.2,16.47059,0.075,0.605,0,1.513576,-7.832038,0.597006,37.58634,856.8331,90.76398,70.53867,15.17351
2271.667,41.60122,-93.30082,70.83632,43.23838,1.638274,14.2,22.46255,32.13653,0.80669,38.34288,0,0,3,71.27717,-1.193793,0.7017534,1.944426,-22.91151,3.271249,19.16585,4.807114,-0.9933014,-3.054901,7.331172,41.0403,-11.68658,3.136868,46.4921,41.17647,190.4,20.96637,1928,39.2,19.21569,0.055,0.605,0,2.46539,-3.916019,0.597006,61.19081,854.8102,90.76398,70.75042,15.19884
2272.667,41.60121,-93.30044,70.83632,38.83966,1.823814,14.2,25.00652,32.14986,0.807033,38.35489,0,0,3,71.27717,-0.9211459,0.4985201,1.513733,-23.17474,3.56542,19.38489,3.871689,-1.841934,-2.872696,7.314345,40.8603,-11.80191,2.023468,46.70074,36.07843,190.4,23.32878,1924,39.2,13.72549,0.035,0.605,0,2.744604,-2.755717,-1.46E-15,68.2625,853.3978,90.68351,70.95867,15.19808
